customer_id,age,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,gender,churn
232,48,1,24.92275271186493,-832.1555981105697,One year,Mailed check,DSL,No,No internet service,No,No,Yes,Female,1
233,45,8,77.70836060418453,1548.8411415910011,Month-to-month,Credit card,No,No internet service,Yes,No,Yes,No,Male,1
234,35,3,40.21483210293055,2551.7407999109205,One year,Electronic check,No,Yes,No,No,Yes,Yes,Male,1
235,77,1,66.19865260532657,3200.261749738829,One year,Credit card,No,No,No internet service,Yes,No,Yes,Male,1
236,54,4,70.54753875916384,,Month-to-month,Mailed check,No,No,No internet service,No internet service,No,No,Female,1
237,14,6,92.21317191677302,1588.5733928839975,Month-to-month,Electronic check,No,Yes,Yes,No internet service,No internet service,Yes,Male,1
238,47,1,38.823592017617756,3153.9007342557475,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,Yes,Male,1
239,35,2,4.6097568835834934,130.25830030457942,One year,Mailed check,No,Yes,No internet service,No internet service,No,No,Female,0
240,57,0,68.6769908950739,1611.4792248169908,One year,Mailed check,Fiber optic,Yes,Yes,Yes,No,Yes,Female,1
241,33,0,101.01022363021707,2190.4238899250577,One year,Credit card,No,No internet service,Yes,No,Yes,Yes,Female,1
242,43,5,89.77892705878875,2449.2187212850345,Month-to-month,Mailed check,No,Yes,No internet service,No,Yes,No,Male,1
243,52,1,69.19318830549251,1490.1933068091175,Two year,Electronic check,No,No internet service,No internet service,No,Yes,No,Male,0
244,57,3,55.16727628735905,2034.4410117058414,One year,Bank transfer,No,No internet service,Yes,Yes,No internet service,No,Male,0
245,26,6,81.14245193274621,-488.3273534129895,Two year,Mailed check,No,Yes,No,No,No internet service,No,Female,1
246,39,0,45.529076005910625,1341.7515876661516,Month-to-month,Mailed check,DSL,No internet service,Yes,No,No internet service,No,Male,1
247,37,4,74.52715538712438,2453.5087125544674,One year,Credit card,DSL,Yes,No,No,Yes,Yes,Female,0
248,35,1,75.10940318333253,1017.7059657453204,Two year,Credit card,No,Yes,No internet service,No,No,No,Female,0
249,71,16,86.2041981499776,2058.9842215895974,One year,Mailed check,DSL,No,No,No internet service,No internet service,No,Male,0
250,51,3,120.19320077822155,2446.8725008026977,One year,Electronic check,Fiber optic,Yes,No internet service,No,No internet service,Yes,Male,1
251,26,8,72.84831934357534,1657.450799142235,One year,Electronic check,No,No,Yes,Yes,Yes,Yes,Male,1
252,58,3,54.82072748585003,2170.463770996571,Two year,Bank transfer,Fiber optic,No internet service,Yes,No,No internet service,Yes,Female,0
253,76,0,64.48851375616012,1037.2674347153877,Month-to-month,Mailed check,Fiber optic,No,No internet service,No,No,Yes,Female,1
254,60,5,29.618481902217635,1793.3887203039533,One year,Credit card,No,No internet service,No internet service,No internet service,Yes,Yes,Male,0
255,22,15,51.105737378218834,2610.2161695892223,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,Yes,No,Female,0
256,37,4,56.81435123773792,2156.972960968434,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,No internet service,No,Yes,Male,1
257,64,8,54.51823204130815,1413.4687304360646,Two year,Mailed check,Fiber optic,No internet service,Yes,Yes,No,No,Male,1
258,34,10,68.04709744067443,2224.216404290793,Two year,Electronic check,No,Yes,No,No internet service,No,Yes,Male,0
259,51,1,48.55160135235599,2714.609790636618,Month-to-month,Mailed check,No,No internet service,No internet service,No,No internet service,No,Female,0
260,56,1,87.42061334648943,-49.94127857747799,One year,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,Female,1
261,31,4,65.00414129836395,3159.0740649558975,Two year,Electronic check,No,No,Yes,No,Yes,No,Male,0
262,44,2,64.81399357722748,1663.745261318928,One year,Electronic check,No,Yes,No,No internet service,No,No,Male,0
263,-3,9,58.44210566974164,2425.48993324023,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,Female,0
264,29,11,68.10381367717959,3197.246923645228,One year,Mailed check,No,No internet service,Yes,Yes,Yes,No,Male,0
265,41,2,,628.3263027695341,Month-to-month,Mailed check,DSL,No,Yes,No internet service,No internet service,No,Female,1
266,26,1,47.65739568578199,1290.5589975724533,One year,Bank transfer,No,Yes,No internet service,No internet service,No,No,Male,0
267,69,7,51.837670218494864,1711.4513041242951,Month-to-month,Credit card,DSL,No,No,Yes,No internet service,No,Female,1
268,23,1,58.92547942446671,1216.2464788755717,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,No,No,Male,1
269,38,8,38.082581530535705,3734.9365758368085,One year,Credit card,No,No internet service,Yes,No internet service,No,No,Female,0
270,46,2,48.61484280557004,1143.2279061732072,One year,Electronic check,Fiber optic,Yes,No,No,No,No,Male,0
271,66,5,55.47558252910682,1444.4532205131334,One year,Mailed check,Fiber optic,No internet service,Yes,Yes,No,Yes,Female,1
272,23,0,82.48778361425454,2204.389031602977,One year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,No,No,Female,0
273,62,4,70.2512265800385,797.8504739239112,Month-to-month,Bank transfer,Fiber optic,No,No internet service,No,Yes,No,Female,1
274,45,3,68.8717982273509,1604.319288243736,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,Yes,Female,0
275,30,4,82.01795924335944,2317.453261250175,One year,Electronic check,No,Yes,No internet service,Yes,No,No,Male,1
276,51,0,62.25256423201207,1667.139595617489,Month-to-month,Credit card,DSL,No,Yes,No internet service,Yes,No,Female,0
277,47,6,,1906.6131411000517,Two year,Electronic check,No,No,Yes,No,No internet service,Yes,Female,0
278,35,9,62.93556494135007,1470.6678875516288,Two year,Bank transfer,No,Yes,Yes,Yes,No internet service,Yes,Male,0
279,46,1,70.30724698799257,485.52969081923305,Month-to-month,Credit card,No,No internet service,Yes,No,No internet service,No,Female,1
280,39,0,53.34482684776836,2321.5932113392387,Two year,Bank transfer,No,Yes,No,No,No,Yes,Male,0
281,46,0,16.22365683447142,3754.9330716472414,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,No,No,Female,1
282,54,5,62.314416756273914,2018.4016307834381,One year,Electronic check,No,No internet service,No internet service,No,Yes,No,Female,0
283,68,4,93.4549627219988,2225.2641172475496,One year,Credit card,Fiber optic,No,Yes,Yes,Yes,No,Female,0
284,26,3,83.52430804483184,2692.72275511686,Two year,Credit card,No,No,No,No,Yes,Yes,Female,0
285,76,1,84.30794969182341,730.6695034533009,One year,Bank transfer,No,No internet service,Yes,Yes,No internet service,No,Female,1
286,15,2,89.72261443612436,,Two year,Bank transfer,DSL,No,Yes,No internet service,No internet service,No,Female,1
287,42,4,66.77315181922876,2202.328796422802,Two year,Electronic check,DSL,No,No,Yes,No internet service,Yes,Male,1
288,53,3,68.94631414811192,3631.856899089109,One year,Mailed check,Fiber optic,No,No,Yes,No internet service,No,Male,0
289,49,22,52.646962091313,1266.9670044760105,One year,Mailed check,No,No,Yes,Yes,Yes,No,Female,0
290,35,0,58.678542879459,3818.061922557825,Two year,Bank transfer,No,No,No internet service,No,No,No,Female,0
291,41,5,77.31542299542284,2775.155494034783,One year,Mailed check,No,No,Yes,No internet service,No,No,Male,0
292,37,2,89.07768874337633,2553.0400858523585,Month-to-month,Mailed check,Fiber optic,No,No internet service,No,No internet service,No,Male,1
293,36,2,62.21107448638001,2234.024454353148,One year,Mailed check,DSL,No,No internet service,No,No,No,Female,0
294,57,6,55.99621470297177,1751.4713819255505,One year,Mailed check,Fiber optic,No,No,Yes,No,Yes,Female,0
295,50,5,65.01055917713195,,Month-to-month,Bank transfer,No,Yes,No,No,No,No,Female,1
296,34,23,77.0241349785823,2140.359869848047,One year,Mailed check,DSL,Yes,Yes,Yes,No internet service,No,Female,0
297,58,0,36.12290367732916,32.930296412847284,One year,Mailed check,DSL,No,No internet service,No internet service,Yes,Yes,Female,0
298,49,0,19.076380937255237,882.8135382929974,Two year,Electronic check,Fiber optic,Yes,No internet service,No,Yes,No,Female,0
299,57,6,53.98926301016833,1814.154247807253,One year,Bank transfer,DSL,No internet service,Yes,No,No,No,Male,1
300,54,4,40.58575148171683,2309.998983165555,One year,Credit card,DSL,Yes,Yes,No,Yes,Yes,Female,0
301,32,1,54.83719604705378,1943.4115111001042,Month-to-month,Credit card,No,No,Yes,Yes,Yes,Yes,Female,0
302,36,0,62.04439362365057,3218.9707897936632,Two year,Electronic check,No,No,No,Yes,No internet service,Yes,Male,0
303,56,0,55.93503181953973,48.898135961375154,Two year,Electronic check,DSL,Yes,Yes,No,No internet service,Yes,Male,0
304,54,11,94.04935068941491,2143.58793650516,Two year,Bank transfer,DSL,No,Yes,No,No,Yes,Male,0
305,44,1,71.5348952920464,182.02077461284526,One year,Credit card,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Male,1
306,46,1,71.00948719221657,2759.7122954841684,Two year,Mailed check,Fiber optic,No internet service,Yes,No internet service,No,Yes,Female,0
307,64,1,77.44414288086804,1905.5412855579973,Month-to-month,Electronic check,DSL,No,No internet service,No internet service,No internet service,No,Male,0
308,36,2,42.223337644384614,2419.609972024118,Two year,Credit card,No,No internet service,No internet service,No internet service,Yes,No,Male,0
309,53,0,85.78223574840537,1136.117039410234,Month-to-month,Bank transfer,DSL,No internet service,No,No internet service,No internet service,No,Female,0
310,41,3,63.484714269290805,3279.464931657751,Two year,Mailed check,DSL,Yes,Yes,Yes,No internet service,Yes,Male,0
311,41,0,78.40961234482425,3041.7246640588514,Two year,Bank transfer,No,No internet service,Yes,No internet service,Yes,No,Male,0
312,61,8,43.562855339196894,2583.5443030118877,Month-to-month,Electronic check,No,Yes,No internet service,No internet service,Yes,Yes,Female,0
313,57,1,33.924824679678714,1870.4827531365593,Two year,Credit card,Fiber optic,No,No,No,No,No,Female,1
314,57,3,81.35779316050058,2579.857285295132,Two year,Credit card,Fiber optic,Yes,No,Yes,Yes,No,Female,1
315,64,10,72.52819052195034,1293.107432012651,Two year,Credit card,Fiber optic,No,Yes,No internet service,Yes,No,Female,0
316,45,5,46.95896891284979,2855.555659020712,One year,Credit card,Fiber optic,No,No internet service,No internet service,Yes,No,Female,0
317,55,3,47.606738374506115,3649.480894323921,Month-to-month,Mailed check,No,No,Yes,No internet service,Yes,Yes,Female,1
318,40,1,87.50869568829539,3070.6105599791863,Two year,Mailed check,DSL,No,Yes,No,No,Yes,Female,0
319,49,2,41.21176214265344,1270.3975301925905,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,No,Male,1
320,43,5,97.85345906511927,2361.417317273103,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,Yes,Yes,Male,1
321,46,25,46.98758530704262,706.8584562413522,Month-to-month,Electronic check,No,No,No internet service,No internet service,Yes,Yes,Female,1
322,53,5,77.76783851216766,2572.390311175676,Two year,Electronic check,No,No internet service,No,No,No,No,Male,0
323,32,4,58.42763048502031,2450.603412862539,Two year,Credit card,DSL,No internet service,Yes,No internet service,No,Yes,Female,0
324,76,6,77.06374862164687,130.18366046783592,Month-to-month,Electronic check,DSL,No,Yes,Yes,Yes,Yes,Male,1
325,29,3,,838.2161560876363,One year,Bank transfer,No,No internet service,Yes,No internet service,No internet service,Yes,Female,0
326,26,0,61.74414187855412,1716.8611032562328,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,Male,1
327,62,4,65.81838350791442,1699.1402528591736,One year,Mailed check,Fiber optic,Yes,No,Yes,No,No,Female,0
328,56,15,44.95625088437055,790.5230645811947,Month-to-month,Mailed check,Fiber optic,No,No,No internet service,No,No,Male,1
329,54,0,79.81648690840251,2388.978729352184,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,Female,0
330,54,5,54.7357286705683,2251.4736089405123,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,No,Male,1
331,44,1,60.428001693199626,1805.7308680214808,Two year,Credit card,Fiber optic,No internet service,Yes,Yes,No,No,Male,1
332,31,3,45.11301250782976,1244.2084998416371,One year,Credit card,No,No internet service,No internet service,No internet service,Yes,No,Female,1
333,46,0,13.75332682409379,3048.7071264165634,One year,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Male,1
334,34,2,61.17944474799662,3655.4071130882953,Month-to-month,Electronic check,No,No internet service,No,No internet service,No,Yes,Male,1
335,59,7,113.25230843225832,1516.4385161534628,Two year,Mailed check,Fiber optic,Yes,Yes,No,Yes,No,Male,1
336,42,2,80.69208575796047,1387.8330828451792,Two year,Electronic check,DSL,No internet service,Yes,No internet service,No internet service,No,Male,1
337,32,5,64.6147924053121,2491.2076654119965,One year,Mailed check,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Male,0
338,40,7,59.742183415834646,1641.9706202530137,Two year,Bank transfer,Fiber optic,No,Yes,No internet service,Yes,No,Female,0
339,51,13,65.44931785624092,1860.6027993367659,One year,Bank transfer,No,No internet service,No internet service,No,No,Yes,Female,0
340,36,1,75.9423823035042,,One year,Electronic check,No,Yes,No internet service,No internet service,No,No,Male,1
341,32,2,41.38374369382311,90.6439124927072,One year,Credit card,No,No internet service,No,Yes,No internet service,Yes,Female,0
342,48,0,87.28643389337745,3318.3023248526692,Two year,Electronic check,Fiber optic,No,No internet service,No internet service,Yes,Yes,Male,1
343,48,24,79.30762630882488,2072.6805243293416,One year,Credit card,Fiber optic,Yes,No,Yes,No internet service,Yes,Female,1
344,37,13,79.36371451415869,1588.5068554378197,One year,Mailed check,DSL,No internet service,No,No,No internet service,Yes,Male,0
345,37,3,73.76951477619454,1910.765845778551,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,No,No,No,Male,1
346,48,9,65.3923331538798,1962.4293550205186,One year,Credit card,DSL,No,No,No internet service,Yes,Yes,Male,0
347,23,3,,268.7986965550746,One year,Mailed check,No,No,Yes,No internet service,No,No,Male,1
348,23,4,76.83628267482756,3494.938227453236,Month-to-month,Bank transfer,No,Yes,No,No internet service,No internet service,Yes,Female,1
349,34,0,57.91918578117952,2041.3256322706184,Month-to-month,Mailed check,No,No internet service,Yes,Yes,No internet service,Yes,Female,0
350,41,7,53.52796454206198,2443.0021304473753,Two year,Electronic check,DSL,No internet service,No internet service,No,No,No,Female,0
351,49,0,67.03712590523973,2951.549770574043,One year,Electronic check,Fiber optic,No,No internet service,Yes,No,No,Male,1
352,67,8,95.98040302990374,978.8375424396993,Two year,Electronic check,No,No,No,Yes,No,No,Female,1
353,57,7,,2473.4718990352285,Two year,Electronic check,Fiber optic,Yes,Yes,No internet service,No,Yes,Female,1
354,42,6,35.6494946849512,1732.3589091012063,Month-to-month,Electronic check,Fiber optic,No internet service,No,No internet service,No,Yes,Male,0
355,44,0,68.29521682473033,2846.770775216494,Two year,Bank transfer,No,No internet service,No internet service,Yes,No internet service,No,Male,1
356,29,1,66.01775403712035,-127.22742035149537,One year,Bank transfer,DSL,Yes,No,Yes,No,Yes,Male,1
357,44,1,68.46683328740816,1900.905699758731,Month-to-month,Credit card,Fiber optic,Yes,No,No internet service,Yes,No,Female,1
358,40,2,69.87906395817001,1397.1793442160383,One year,Electronic check,No,No,Yes,No internet service,No internet service,Yes,Female,1
359,49,0,60.535954907303896,2432.2629506341555,One year,Mailed check,Fiber optic,No,No internet service,Yes,No internet service,Yes,Male,0
360,32,13,94.79726877204165,2470.044187368202,Month-to-month,Electronic check,Fiber optic,Yes,No,No internet service,Yes,Yes,Female,1
361,52,4,32.981920430469685,1292.374105177974,One year,Bank transfer,Fiber optic,Yes,Yes,No internet service,Yes,No,Male,0
362,67,1,48.43005950439508,1287.8261358239563,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,No internet service,Yes,Female,1
363,43,2,62.93490479701905,1889.3346314426706,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,No,Male,0
364,51,2,32.13622377691666,1103.3577726847918,Month-to-month,Credit card,DSL,Yes,Yes,No,No internet service,No,Female,1
365,55,4,61.48291191135858,,Two year,Credit card,DSL,No internet service,No,Yes,No internet service,Yes,Female,0
366,38,3,98.22940331456036,1630.7927995525538,One year,Credit card,No,Yes,No internet service,No internet service,Yes,No,Female,1
367,48,12,65.41772976591923,-906.9882193216414,Month-to-month,Bank transfer,DSL,No,No internet service,Yes,No internet service,No,Male,0
368,45,3,69.61401811437366,1625.177943378194,One year,Electronic check,DSL,No,Yes,Yes,No,Yes,Male,0
369,46,24,39.796704696548396,961.4561791560277,One year,Electronic check,DSL,No internet service,No internet service,Yes,Yes,No,Male,0
370,33,9,52.67277183921045,368.72418453905453,One year,Mailed check,Fiber optic,Yes,Yes,No,No internet service,No,Female,0
371,45,1,,762.5733617774275,Month-to-month,Bank transfer,Fiber optic,No,No internet service,No,No internet service,Yes,Male,0
372,52,13,58.64569806487532,2109.40847183297,Two year,Mailed check,No,No,No,No internet service,No,Yes,Female,0
373,66,0,90.63287590007538,3328.640828248231,Two year,Credit card,No,No,No internet service,No,No internet service,Yes,Male,1
374,59,8,76.15382121450249,2313.18447386498,Two year,Electronic check,No,No,Yes,Yes,No internet service,No,Male,0
375,77,2,42.77084086125936,1393.49661178426,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,No internet service,No,Female,1
376,33,10,69.9300955686401,2455.904195170703,Two year,Mailed check,DSL,Yes,No internet service,Yes,No internet service,Yes,Female,0
377,58,10,74.96443496993571,1540.9096897810082,Month-to-month,Mailed check,DSL,Yes,No,No,No,No,Male,0
378,47,8,87.80298077042534,1305.3996308368553,One year,Mailed check,Fiber optic,Yes,Yes,No,No internet service,Yes,Male,0
379,77,7,96.61081373136747,845.6373317670157,One year,Electronic check,No,No,Yes,No,No internet service,Yes,Female,1
380,32,1,44.69811616344263,248.17119324828084,Two year,Electronic check,No,No internet service,Yes,Yes,No internet service,Yes,Female,0
381,32,0,48.78284977579324,1610.0762934405548,Month-to-month,Electronic check,No,No internet service,Yes,No,Yes,No,Male,1
382,36,2,39.84844282170768,2158.053489920132,One year,Bank transfer,Fiber optic,No,Yes,Yes,No,No,Female,1
383,13,0,60.31960281786038,1903.3763299851103,Month-to-month,Electronic check,No,No,No,Yes,Yes,Yes,Male,1
384,37,5,,1584.0330720526413,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,Yes,Yes,Male,0
385,33,2,,1054.2539393032189,One year,Mailed check,Fiber optic,No internet service,No,No,No,No,Male,1
386,47,18,63.48097952714954,2608.2461916849684,Month-to-month,Mailed check,DSL,No,No,No internet service,Yes,Yes,Female,0
387,50,5,58.60304953490312,682.868080053415,One year,Credit card,Fiber optic,No,Yes,No internet service,Yes,No,Male,0
388,73,8,68.03515984497481,2776.0279138434753,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,Male,1
389,59,0,48.29714196739954,997.7829810732752,One year,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,Female,1
390,36,9,106.79077443389546,1247.564762646965,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,No internet service,No,Female,1
391,31,12,32.846779457638824,533.214809384323,One year,Bank transfer,DSL,No,Yes,Yes,No,No,Female,0
392,52,3,,1498.5978531143633,Month-to-month,Mailed check,No,No internet service,Yes,No,No,No,Male,0
393,25,4,105.47212438459279,2975.312458477979,One year,Electronic check,Fiber optic,Yes,No,Yes,No,No,Female,1
394,72,7,65.13599689119995,2515.6280884439566,One year,Mailed check,DSL,Yes,No,No,Yes,No,Female,0
395,62,0,61.19921929997011,2978.422112028035,Two year,Mailed check,No,No internet service,No internet service,No,No internet service,Yes,Male,0
396,37,3,,2522.1425459339357,Two year,Electronic check,No,Yes,No internet service,Yes,No,Yes,Male,0
397,19,2,61.392166364751844,896.3301714696308,Two year,Mailed check,No,No,No internet service,Yes,No,No,Male,0
398,65,0,92.45696949353061,1669.2107756724427,Month-to-month,Mailed check,Fiber optic,No internet service,No,No internet service,No internet service,No,Male,1
399,43,2,20.762761773409864,1219.8008708825373,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No internet service,Yes,Female,1
400,63,0,95.6686740259265,3330.57490403904,One year,Mailed check,No,No,Yes,No,No internet service,Yes,Male,1
401,21,0,36.5208569509971,803.2113535736885,One year,Bank transfer,No,Yes,No internet service,No internet service,Yes,No,Female,0
402,36,0,59.6669534153117,2893.697689389111,One year,Mailed check,No,No,Yes,No,No internet service,No,Male,1
403,45,16,56.41511159402676,2892.9538701087695,One year,Credit card,No,No internet service,Yes,No internet service,Yes,Yes,Male,0
404,45,3,76.7710653954144,3829.620201716087,Month-to-month,Mailed check,No,No,Yes,Yes,No,No,Female,0
405,38,16,33.037512962325046,1590.3134073705025,One year,Electronic check,No,No,Yes,Yes,Yes,Yes,Female,0
406,54,2,,2712.322159580162,One year,Credit card,DSL,No,No internet service,Yes,No internet service,Yes,Female,1
407,28,1,105.48619246573705,4281.651836538843,Two year,Bank transfer,No,No,Yes,No,Yes,No,Male,0
408,42,3,37.73651990814379,1382.3583230663035,One year,Credit card,Fiber optic,No,No,No internet service,No internet service,Yes,Male,1
409,46,2,68.79412335220792,464.9597524676403,One year,Credit card,Fiber optic,Yes,No,No,Yes,Yes,Female,0
410,52,0,51.76035644406782,119.98996609223633,One year,Credit card,Fiber optic,No internet service,No,No internet service,No,Yes,Female,0
411,55,5,73.51774412386071,2712.7120288613314,Month-to-month,Electronic check,No,Yes,No internet service,Yes,Yes,No,Male,0
412,28,1,65.38295554831504,116.8497919414162,Two year,Electronic check,Fiber optic,No internet service,Yes,No,No,Yes,Female,1
413,21,4,52.170261819113804,,One year,Electronic check,DSL,No internet service,No internet service,Yes,No internet service,No,Female,0
414,64,5,74.75744569742147,2437.3131870389607,One year,Bank transfer,No,No internet service,Yes,No,No,Yes,Male,1
415,49,0,101.08696219573486,2185.175536829914,Two year,Electronic check,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Female,1
416,33,0,61.18192416545403,2425.4448641841723,One year,Electronic check,DSL,No internet service,No internet service,No,No internet service,Yes,Male,0
417,68,7,79.39515884296364,2222.289855800854,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,Male,0
418,46,3,39.134540842576726,3278.865813313393,One year,Electronic check,Fiber optic,Yes,No internet service,No internet service,No,Yes,Male,0
419,62,0,45.871272463639826,1047.683619261203,Month-to-month,Mailed check,DSL,Yes,Yes,Yes,Yes,No,Female,0
420,46,26,74.44812555760755,1323.0048615414687,Month-to-month,Electronic check,Fiber optic,No,No,No internet service,Yes,No,Female,0
421,75,0,94.6823205707193,1227.3405547291761,One year,Bank transfer,DSL,No internet service,No,No internet service,No,Yes,Female,1
422,71,5,72.1122669757132,2830.19181186261,Two year,Bank transfer,No,Yes,No,Yes,No,No,Female,0
423,41,20,58.73883938953691,2900.3985883950636,Month-to-month,Mailed check,No,No,No internet service,No,No,No,Male,1
424,59,1,64.98582810846708,2451.2253193185084,Two year,Bank transfer,No,No,No,No internet service,No,Yes,Male,0
425,54,0,39.99184532060565,3183.4936668899277,One year,Bank transfer,No,Yes,Yes,Yes,No internet service,No,Female,0
426,65,0,77.09030652710733,821.9591326236193,Month-to-month,Credit card,No,Yes,No,No,No,No,Female,0
427,30,1,82.64666124646818,3667.2241115511365,One year,Mailed check,Fiber optic,No internet service,No,No internet service,No,No,Female,1
428,55,0,55.958193343338394,3523.2386217122576,Two year,Credit card,No,No internet service,No internet service,No internet service,No,No,Female,1
429,60,5,,,One year,Credit card,No,Yes,Yes,No internet service,No,Yes,Male,1
430,18,0,70.31756459304097,3781.79890877106,One year,Electronic check,No,No internet service,No internet service,No,No internet service,No,Female,0
431,27,3,56.26560527918809,343.37679232222615,Month-to-month,Mailed check,No,No,No internet service,No internet service,Yes,Yes,Male,0
432,14,28,63.67734770748355,1475.5518637373482,One year,Electronic check,DSL,No internet service,Yes,No,Yes,Yes,Female,0
433,40,8,106.9944357833303,1264.6965393180476,One year,Electronic check,No,No internet service,No internet service,No internet service,Yes,No,Female,1
434,55,4,60.059485985080066,2721.479323757343,One year,Credit card,No,No,Yes,Yes,Yes,Yes,Female,0
435,67,1,57.83319695957555,949.8592603978544,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No internet service,Yes,No,Male,1
436,46,4,52.049163887296814,2757.4951493374856,Two year,Mailed check,DSL,No,Yes,Yes,No internet service,Yes,Female,0
437,69,3,,3370.5361439967132,Two year,Bank transfer,Fiber optic,No internet service,Yes,Yes,Yes,No,Male,1
438,24,2,61.37551653563794,2695.2029000839993,One year,Credit card,No,Yes,Yes,Yes,No internet service,No,Male,0
439,19,0,52.01253923357148,2283.751023661501,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Female,1
440,44,10,91.42608064546025,1012.1266590992508,One year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,No,Male,0
441,50,2,93.39206009027275,1153.1490338746355,Two year,Credit card,No,Yes,Yes,No internet service,Yes,No,Male,1
442,44,1,52.991528685225894,3249.6189052966665,Month-to-month,Credit card,DSL,Yes,Yes,No,Yes,No,Male,1
443,13,2,27.669200972787674,2779.349003905332,Two year,Credit card,DSL,Yes,No,Yes,No,No,Female,0
444,43,2,85.15027379673845,1960.9804806224558,Two year,Bank transfer,Fiber optic,Yes,Yes,No,No internet service,Yes,Male,1
445,25,8,51.30740348479992,1582.0904542341095,Month-to-month,Electronic check,No,No,No internet service,No,Yes,Yes,Male,0
446,55,6,80.81251198325538,-25.80787311137689,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,Female,1
447,50,7,25.597923645763284,929.1475813155612,One year,Mailed check,Fiber optic,No,Yes,No internet service,No internet service,No,Female,1
448,30,0,82.85194676598618,3911.4190871397236,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,Male,1
449,37,2,40.776561414384375,719.5444289975333,Two year,Credit card,No,No internet service,Yes,No,No,No,Male,1
450,29,3,79.61528238133049,2189.479821221081,Month-to-month,Bank transfer,No,No,No internet service,No,Yes,No,Male,1
451,44,0,65.28546135672869,3007.4439731951984,Month-to-month,Electronic check,DSL,No internet service,Yes,No,No internet service,No,Male,1
452,59,1,45.921211612067104,745.0773319977076,One year,Mailed check,No,No internet service,No internet service,Yes,No,Yes,Female,0
453,30,7,56.85927374146439,2184.710474781083,Two year,Bank transfer,Fiber optic,Yes,No,No,No internet service,Yes,Female,0
454,52,0,78.72636913913402,2937.915537510655,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,Male,0
455,37,3,67.11788906230468,2012.4993219072503,One year,Bank transfer,DSL,Yes,No,No internet service,No internet service,Yes,Female,1
456,33,1,76.68825960944969,4868.4030556667685,Month-to-month,Mailed check,No,No,Yes,Yes,No,No,Male,0
457,43,0,104.52881169030971,331.40074112180474,One year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,No,Yes,Female,0
458,29,1,33.71516776577897,3058.7285298838788,One year,Credit card,DSL,No,No,Yes,No internet service,Yes,Female,0
459,36,18,97.34425149937248,1827.1982626035356,One year,Bank transfer,DSL,No,Yes,Yes,No,Yes,Male,0
460,27,8,67.08711875046426,2771.920154836675,One year,Electronic check,Fiber optic,No,No internet service,Yes,No,Yes,Male,1
461,74,16,47.02431903353744,2441.307151699246,Month-to-month,Bank transfer,Fiber optic,No,No,No internet service,No,No,Male,0
462,45,3,38.393727485220204,1266.8438028900034,One year,Electronic check,No,Yes,Yes,No internet service,Yes,Yes,Male,1
463,34,0,61.21759218445933,2228.9963924593403,Month-to-month,Mailed check,DSL,No,No,No internet service,Yes,Yes,Female,1
464,48,3,83.43300223848918,,One year,Bank transfer,Fiber optic,Yes,Yes,No internet service,No,Yes,Female,0
465,43,3,62.449017592449316,2603.2475005713936,Two year,Mailed check,DSL,Yes,No internet service,No,No internet service,No,Male,0
466,41,9,95.22309860494695,2298.1584659905257,Month-to-month,Mailed check,No,No,No internet service,No,Yes,Yes,Female,1
